age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,max_monthly_emi,emi_eligibility
41,Female,Married,Graduate,95485,Private,15,Small,Rented,25054,5,2,14095,24130,4237,29872,12274,1,8741,602,742,19217,Personal Loan,674206,54,500,Not_Eligible
30,Male,Single,Post Graduate,129706,Private,30,Medium,Family,0,6,3,10707,12049,5861,15202,6401,2,24256,802,251903,176187,E-commerce,27480,8,36431,Eligible
55,Male,Single,Graduate,26848,Government,4,Medium,Own,0,4,3,18871,13281,3278,20774,9001,1,9776,785,298140,189105,Home Appliances,139861,33,500,Not_Eligible
52,Male,Single,Graduate,160556,Private,27,Small,Rented,44494,1,3,4389,22105,4422,4339,9256,1,10346,301,419140,79433,Vehicle,920515,40,38911,Not_Eligible
54,Female,Single,Graduate,147411,Private,24,Large,Rented,36822,5,0,3935,19167,3850,28473,11796,2,25442,787,447535,181460,Vehicle,120759,55,8082,Eligible
32,Male,Married,Graduate,25601,Private,37,Medium,Own,0,6,1,17351,15832,1525,2499,12042,2,29532,651,141794,48752,Home Appliances,95493,16,500,Not_Eligible
25,Male,Married,Graduate,26976,Private,4,Medium,Family,0,2,0,18022,12996,7974,11583,1536,1,9062,616,251270,54179,E-commerce,199222,14,500,Not_Eligible
57,Female,Married,High School,172303,Government,16,Small,Family,0,3,0,14948,29276,8968,22307,15,2,14364,398,316960,107328,Education,112436,8,50000,Not_Eligible
35,Male,Single,Post Graduate,67416,Private,40,Small,Own,0,4,0,9498,1970,5174,29153,3697,2,20288,806,482591,120085,Personal Loan,418846,15,500,Not_Eligible
48,Male,Married,Graduate,174242,Private,15,Small,Family,0,4,1,8205,1653,2444,6802,7905,2,22764,462,278294,77128,Personal Loan,457287,32,50000,Not_Eligible
57,Female,Single,Graduate,107362,Private,26,Small,Own,0,5,0,13332,14371,6609,20509,12738,2,29618,530,60904,159922,Vehicle,1328913,36,11490,Not_Eligible
26,Female,Married,Graduate,78320,Private,6,Medium,Own,0,3,3,14945,1028,5574,7258,9793,0,0,463,462083,158040,Vehicle,472241,56,28021,Not_Eligible
25,Female,Single,Graduate,65608,Government,29,Medium,Own,0,6,2,5519,10227,5737,3407,2038,1,14364,834,256224,24190,Vehicle,987444,14,18858,Not_Eligible
25,Female,Married,Graduate,136916,Self-employed,11,Large,Rented,17724,5,2,139,17058,6151,13867,10758,1,11249,566,89649,198090,Vehicle,198958,24,34848,Not_Eligible
30,Male,Single,Graduate,35299,Government,23,Large,Rented,36474,6,2,1471,12155,7320,18146,7023,2,28648,362,95138,31836,Personal Loan,788124,22,500,Not_Eligible
26,Female,Married,High School,89483,Self-employed,36,Small,Own,0,4,3,6890,6098,887,9393,5532,0,0,305,102285,105315,Education,496713,24,39042,Not_Eligible
54,Female,Married,Post Graduate,78983,Private,27,Small,Rented,11917,1,0,13634,8541,1444,29246,11575,2,26780,840,360628,84608,Personal Loan,936857,24,500,Not_Eligible
46,Male,Married,Graduate,43525,Government,19,Medium,Family,0,6,1,8806,18129,1409,19264,4434,0,0,429,474483,90350,Personal Loan,452540,18,6799,Not_Eligible
60,Male,Single,Graduate,80272,Private,7,Large,Family,0,1,1,12368,28543,1969,14273,9280,1,14896,724,220682,25694,E-commerce,170768,16,16659,Eligible
53,Male,Married,Graduate,112803,Private,13,Large,Own,0,2,2,9396,23443,9732,15599,2732,2,11774,316,48982,68607,Vehicle,187460,66,35283,Not_Eligible
59,Male,Married,Post Graduate,140349,Private,34,Small,Own,0,2,2,5033,16422,7435,14998,5723,0,0,794,444249,6068,Education,449245,35,50000,Eligible
33,Male,Married,Graduate,30976,Private,8,Small,Own,0,2,3,14975,4143,6813,5120,8367,2,12982,658,317341,194668,Home Appliances,246344,14,500,Not_Eligible
35,Male,Married,Post Graduate,176394,Self-employed,26,Small,Rented,29311,5,2,14469,7280,7139,18979,9351,2,14824,423,285377,28770,Vehicle,693698,74,43057,Not_Eligible
55,Female,Married,Post Graduate,177518,Private,19,Large,Own,0,3,0,19257,13218,818,23973,13790,0,0,789,30282,96657,Home Appliances,190278,24,50000,Eligible
33,Male,Single,Graduate,143016,Self-employed,13,Medium,Rented,18930,2,2,16514,7400,2526,13794,4355,0,0,464,485302,43205,E-commerce,155748,16,50000,Not_Eligible
27,Female,Single,Graduate,185994,Private,29,Medium,Own,0,1,3,7600,20660,8045,13924,13440,0,0,849,38495,35599,Personal Loan,170098,22,50000,Eligible
49,Female,Single,Post Graduate,94170,Private,14,Medium,Rented,49973,2,2,14095,10986,4896,27493,12249,2,4212,630,305204,78043,Home Appliances,237984,13,500,Not_Eligible
53,Female,Single,Graduate,166999,Government,11,Small,Rented,46803,5,2,7012,25016,5331,19103,5399,2,25334,547,298574,193844,Vehicle,1025080,46,22140,Not_Eligible
59,Female,Married,Graduate,149545,Private,21,Medium,Rented,46995,5,0,17457,8071,7628,10339,2101,1,6718,332,256924,95638,Vehicle,960843,29,32098,Not_Eligible
58,Male,Married,Graduate,119068,Private,31,Small,Family,0,2,0,12210,14890,1214,2110,3868,0,0,443,275684,192177,Education,189679,35,50000,Not_Eligible
29,Female,Married,Graduate,48208,Private,35,Medium,Rented,30867,1,0,16693,21434,8087,25051,9867,0,0,332,198938,165409,Education,127271,19,500,Not_Eligible
52,Male,Married,High School,118156,Self-employed,25,Medium,Own,0,4,0,5625,6184,6967,19539,11832,0,0,770,286513,87145,Vehicle,1497297,23,39330,Not_Eligible
55,Female,Married,Graduate,181750,Government,27,Medium,Own,0,5,1,298,22843,4334,19532,9184,1,9236,355,181920,180237,E-commerce,119742,6,50000,Not_Eligible
50,Male,Married,High School,197153,Private,32,Small,Own,0,1,3,2827,17574,5244,9920,10875,2,5918,362,236826,69637,Vehicle,1084168,21,50000,Not_Eligible
54,Male,Married,Graduate,97892,Private,11,Large,Own,0,5,1,10627,19430,1205,7212,1525,0,0,368,339059,100286,Education,308298,24,47860,Not_Eligible
55,Female,Single,Graduate,60862,Private,10,Medium,Rented,11039,2,2,19231,13635,2446,15842,7580,2,19794,836,371180,136088,Vehicle,1062200,12,500,Not_Eligible
41,Male,Married,Post Graduate,153289,Private,19,Small,Own,0,2,3,12541,28053,2840,23219,13107,0,0,834,76673,117884,Vehicle,812796,51,50000,Eligible
26,Female,Married,High School,29050,Private,25,Small,Own,0,4,3,16191,23158,8839,10336,5835,1,13419,693,496095,165785,Personal Loan,278644,26,500,Not_Eligible
41,Male,Single,Graduate,42952,Private,26,Medium,Own,0,1,2,9385,5761,1570,16757,13484,2,12766,340,48347,32579,Vehicle,1083137,52,500,Not_Eligible
32,Male,Married,Graduate,118959,Private,6,Small,Own,0,2,3,19170,16667,3268,29896,1857,1,10005,577,137890,99706,Vehicle,902009,80,35098,Not_Eligible
29,Female,Married,High School,198188,Private,32,Small,Own,0,1,1,18820,27099,1751,8142,14682,1,3445,822,173412,132944,Vehicle,655127,75,50000,Eligible
29,Female,Married,Graduate,75825,Private,14,Small,Own,0,2,1,4356,8382,3203,8463,11777,1,13539,353,161720,66162,Education,488382,30,16574,Not_Eligible
50,Male,Married,High School,97015,Private,35,Small,Rented,26411,5,1,17244,16094,600,8606,9394,1,13153,737,175937,173383,Vehicle,380784,42,13613,Eligible
43,Male,Married,Graduate,74632,Private,29,Medium,Own,0,2,3,356,22632,3091,27560,9262,0,0,310,161525,60279,Home Appliances,33039,27,13854,Not_Eligible
44,Male,Single,Graduate,96493,Government,40,Medium,Rented,9396,1,1,11852,8199,7376,16805,14045,0,0,742,218008,60230,Vehicle,468490,79,20700,Eligible
51,Female,Single,Graduate,16310,Private,25,Small,Own,0,2,3,8745,15532,7791,27703,5653,2,12058,600,381635,65320,Personal Loan,670404,35,500,Not_Eligible
44,Female,Married,Graduate,125024,Self-employed,21,Medium,Own,0,1,0,6026,16589,4104,28538,2474,2,23220,789,413732,135296,Education,133986,10,29178,Eligible
47,Male,Married,High School,125304,Private,7,Small,Rented,46236,4,0,18673,5326,7208,13788,13782,2,22252,528,174008,23606,Education,352639,38,500,Not_Eligible
28,Male,Married,High School,73379,Private,16,Small,Rented,22470,6,2,13247,5328,6378,3537,1541,0,0,732,129213,28574,Personal Loan,302824,12,17344,Not_Eligible
55,Male,Married,High School,63846,Private,35,Small,Own,0,2,3,2766,16892,9080,10512,9895,0,0,764,338369,155724,Personal Loan,353863,49,15112,Eligible
41,Male,Married,Graduate,155897,Private,15,Medium,Own,0,5,2,2785,5363,8144,17226,3990,0,0,479,29785,41463,Vehicle,903891,18,50000,Not_Eligible
30,Female,Married,Graduate,49754,Private,2,Large,Family,0,3,1,2343,28450,2678,12669,13939,0,0,653,222944,20992,Home Appliances,52131,9,7362,High_Risk
54,Female,Single,Graduate,23707,Government,10,Medium,Family,0,1,0,6081,15713,6092,2063,14605,1,6196,553,110004,52731,Vehicle,1156400,69,500,Not_Eligible
51,Male,Single,Graduate,22479,Self-employed,24,Small,Family,0,5,1,1379,21166,7971,29702,7116,0,0,537,303902,79663,Personal Loan,437533,45,500,Not_Eligible
26,Female,Single,High School,178125,Private,25,Small,Own,0,2,1,5284,11906,3403,10489,7999,2,13524,740,39145,6623,Vehicle,109703,53,50000,Eligible
31,Male,Single,Post Graduate,82407,Private,40,Small,Rented,11933,4,1,15301,8964,5944,19326,6819,0,0,424,414508,166989,Home Appliances,96199,31,15332,Not_Eligible
25,Male,Married,High School,33839,Government,38,Large,Own,0,4,3,17474,14595,4302,28509,6378,1,5206,365,134998,23499,E-commerce,102851,21,500,Not_Eligible
34,Male,Married,High School,177610,Private,21,Small,Own,0,4,3,15719,21326,3432,17254,14059,0,0,564,257029,80821,E-commerce,116959,13,50000,Not_Eligible
28,Male,Single,High School,42495,Private,22,Large,Own,0,1,3,9921,11927,2393,21445,4306,1,6269,752,286120,40425,Vehicle,1424708,84,500,Not_Eligible
50,Male,Married,Professional,77284,Government,32,Medium,Own,0,2,0,13908,8478,836,3005,14397,0,0,389,237587,58952,Personal Loan,482839,29,30512,Not_Eligible
43,Female,Married,Graduate,18827,Private,1,Medium,Rented,39062,5,0,18879,4319,7624,21509,9756,1,6287,487,223997,9050,Personal Loan,664013,20,500,Not_Eligible
60,Female,Single,Graduate,140629,Private,24,Large,Rented,33902,6,1,1065,16281,8280,25740,14412,2,5976,667,133487,189651,Education,223852,42,16935,High_Risk
51,Male,Single,Professional,144371,Private,19,Small,Rented,21591,1,2,18092,20391,6692,27713,9182,2,24432,562,386264,187474,Personal Loan,902056,32,18120,Not_Eligible
47,Female,Single,High School,154961,Private,32,Medium,Rented,21624,3,2,14466,15798,2790,4346,12284,0,0,633,257952,25308,E-commerce,84158,22,50000,High_Risk
43,Female,Married,Professional,63663,Private,32,Small,Family,0,6,1,7728,7647,678,8394,7350,1,9174,590,107888,39456,Education,140970,8,17734,Not_Eligible
26,Female,Single,Graduate,75698,Government,26,Large,Rented,26271,2,0,8973,7421,6502,3315,6936,2,16654,746,131206,176971,Education,82747,10,616,Not_Eligible
27,Female,Single,Graduate,188553,Private,26,Medium,Own,0,3,1,8771,11312,2399,27702,3862,1,8088,782,219313,82990,Education,445913,7,50000,Not_Eligible
47,Male,Single,Graduate,167004,Government,28,Small,Family,0,6,3,3158,10436,5714,9696,3154,1,7135,547,421785,12415,Vehicle,552016,55,50000,Not_Eligible
25,Female,Married,Graduate,21874,Government,23,Large,Own,0,6,3,4606,6113,9718,16882,565,1,11580,537,480685,27174,Home Appliances,190572,31,500,Not_Eligible
26,Female,Single,Post Graduate,142998,Government,9,Small,Own,0,4,3,5902,28266,542,15322,5751,2,25938,453,194432,82706,Education,491441,23,46791,Not_Eligible
32,Female,Married,High School,165357,Private,11,Small,Own,0,5,2,116,9892,5984,21285,14817,1,13655,544,197568,111588,E-commerce,54281,4,50000,Not_Eligible
56,Male,Single,Professional,118460,Private,30,Medium,Own,0,4,0,10023,7518,9947,27068,14075,2,14408,760,64553,126344,Personal Loan,896843,30,20489,Not_Eligible
41,Male,Married,Graduate,133383,Private,25,Medium,Own,0,2,3,9531,18200,3676,11065,10354,2,11546,576,272842,30641,Education,454293,20,49045,Not_Eligible
50,Male,Married,Graduate,15183,Private,9,Large,Family,0,6,0,6593,24031,8236,24122,5453,1,2159,680,119984,74008,Education,390221,33,500,Not_Eligible
39,Male,Married,Professional,20559,Self-employed,35,Medium,Own,0,1,1,3528,13941,8367,10146,7806,0,0,530,409777,52214,Vehicle,1093008,59,500,Not_Eligible
31,Male,Single,High School,21491,Private,40,Medium,Family,0,1,3,19395,20021,5121,7533,11351,0,0,689,267291,106921,Education,188111,10,500,Not_Eligible
38,Male,Married,Post Graduate,44410,Self-employed,25,Small,Family,0,4,2,13570,2850,3415,4975,30,1,4643,692,110934,64289,Education,54863,24,15725,High_Risk
28,Female,Married,Graduate,198311,Private,9,Small,Own,0,6,0,9495,15979,6963,12418,13845,2,25660,590,458144,40800,Education,451181,33,50000,Not_Eligible
52,Male,Single,Post Graduate,132356,Private,38,Large,Own,0,5,2,14454,1997,6385,17694,13057,1,11593,814,407715,163041,Home Appliances,208780,14,40009,Eligible
31,Female,Single,High School,159723,Private,9,Small,Own,0,5,0,7443,4125,5028,23847,14556,0,0,782,150281,113807,Personal Loan,511815,31,50000,Eligible
38,Male,Married,Graduate,69683,Government,17,Medium,Own,0,3,1,4310,17760,2331,25755,1415,2,17828,387,60062,94790,Education,111340,32,5892,Not_Eligible
60,Female,Married,Graduate,188450,Private,35,Small,Own,0,3,3,13463,6137,7574,16759,14216,0,0,425,132193,26911,Home Appliances,121763,18,50000,Not_Eligible
46,Male,Single,Graduate,51799,Private,21,Small,Own,0,3,1,15413,1097,2508,13450,9203,1,2377,826,188347,14161,Home Appliances,187132,6,9730,Not_Eligible
41,Female,Single,High School,181926,Government,9,Medium,Family,0,2,3,13011,5369,1776,6885,8326,0,0,521,203280,159220,Home Appliances,282140,12,50000,Not_Eligible
44,Male,Married,Graduate,20696,Private,3,Medium,Own,0,3,2,11328,23185,1138,27595,2693,0,0,471,411156,193724,Home Appliances,210176,30,500,Not_Eligible
53,Male,Married,Post Graduate,18781,Private,14,Medium,Own,0,1,2,48,17604,4740,13089,7378,2,23446,738,483878,116758,Personal Loan,196291,24,500,Not_Eligible
34,Male,Married,High School,29596,Private,27,Large,Rented,20977,2,2,12757,11454,1641,23410,5449,2,14098,631,373641,7817,Education,235573,41,500,Not_Eligible
47,Female,Married,Post Graduate,161492,Private,29,Small,Own,0,6,2,12370,29202,3687,19526,14815,0,0,373,422610,96386,E-commerce,130802,13,50000,Not_Eligible
56,Male,Married,Professional,62637,Private,9,Medium,Own,0,5,0,8249,11572,2797,28082,5096,0,0,350,62564,56039,Home Appliances,257843,20,9894,Not_Eligible
45,Female,Single,High School,98462,Private,6,Small,Own,0,1,3,4875,26318,4867,29251,3272,1,7846,745,74834,10933,Education,448683,39,23473,Eligible
41,Female,Married,High School,102193,Private,28,Medium,Own,0,2,1,19583,10348,7888,21792,14196,2,13162,721,454067,28488,Vehicle,324552,39,17301,Eligible
30,Male,Single,Graduate,161069,Private,6,Small,Own,0,2,2,7505,757,4779,20531,2813,1,3491,494,306877,99955,Home Appliances,27041,13,50000,Not_Eligible
33,Male,Single,High School,79516,Private,2,Medium,Own,0,2,2,5440,3307,5793,5843,13568,2,2652,775,117861,85375,Personal Loan,71401,17,25029,Eligible
59,Male,Single,Graduate,16242,Private,19,Small,Rented,6728,5,2,14127,8212,1859,2453,14448,1,11553,369,395932,112714,Education,51920,34,500,Not_Eligible
44,Male,Single,Graduate,86498,Private,23,Large,Rented,31621,6,1,9639,5597,1574,17289,4610,1,11911,778,87483,138683,Home Appliances,134692,20,1535,Not_Eligible
35,Male,Married,Graduate,68317,Private,9,Large,Family,0,5,3,11148,4717,9777,21740,10338,0,0,343,384005,53133,Vehicle,1165475,71,8959,Not_Eligible
40,Male,Single,Graduate,150213,Private,8,Large,Own,0,3,0,12966,11500,6390,22892,11952,2,15824,650,441557,57261,Personal Loan,556328,34,44178,High_Risk
45,Female,Married,Graduate,153995,Private,9,Small,Family,0,1,2,7373,29271,647,9024,8045,2,9090,764,244423,135518,Education,342465,23,50000,Eligible
44,Male,Married,Graduate,32012,Private,14,Large,Rented,20866,1,2,3046,6015,5869,16090,10455,0,0,641,328187,39429,Vehicle,708263,33,500,Not_Eligible
50,Male,Married,Graduate,161709,Self-employed,0,Small,Own,0,5,2,3348,7068,595,26141,1980,2,5058,729,365916,15353,Education,135356,14,50000,Eligible
34,Female,Married,Graduate,28041,Government,0,Small,Own,0,5,0,18793,29857,1233,4679,7740,2,28496,489,440176,170714,Personal Loan,672552,52,500,Not_Eligible
48,Female,Married,Post Graduate,129647,Private,15,Small,Own,0,4,1,10110,6039,4048,12749,7699,1,11089,458,291793,41738,Vehicle,681634,18,47692,Not_Eligible
40,Male,Married,Graduate,87017,Private,0,Small,Own,0,4,0,8340,24906,6736,28447,8497,2,27230,446,146746,24176,Vehicle,946562,77,500,Not_Eligible
58,Male,Single,Graduate,70732,Private,13,Medium,Own,0,6,2,6387,18626,6394,7589,14164,1,5142,364,100722,147510,Personal Loan,551162,13,16307,Not_Eligible
30,Male,Married,Graduate,104389,Government,23,Small,Family,0,5,2,14433,27831,8015,10867,12371,0,0,452,177771,106365,E-commerce,25573,14,36580,Not_Eligible
30,Female,Married,High School,72417,Private,1,Small,Own,0,1,2,18259,16686,2206,15102,9043,2,16512,436,28026,29444,Home Appliances,261251,7,10549,Not_Eligible
41,Female,Single,Graduate,161865,Private,25,Medium,Rented,17375,3,3,15379,17804,2321,21275,6050,0,0,716,349331,170108,Home Appliances,231002,30,50000,Eligible
43,Male,Single,High School,193852,Private,25,Large,Rented,31914,1,1,10687,6775,5565,9145,6069,2,11302,417,184750,49110,Education,73206,15,50000,Not_Eligible
49,Male,Single,Professional,165923,Private,23,Medium,Own,0,3,1,9509,17248,8753,24185,302,0,0,391,355782,135207,Education,51794,30,50000,Not_Eligible
39,Male,Married,Graduate,96254,Private,25,Medium,Own,0,4,1,17320,20111,7367,8603,8267,1,11846,703,30969,130171,Education,128645,45,28644,Eligible
57,Female,Married,Post Graduate,108108,Self-employed,33,Small,Own,0,2,0,17127,29606,6858,12310,3787,2,22166,596,160935,165930,E-commerce,27316,17,28955,Not_Eligible
42,Male,Single,High School,97718,Self-employed,2,Large,Own,0,1,3,7804,2910,1393,18051,13293,1,4170,418,197507,145769,Home Appliances,240313,11,28887,Not_Eligible
29,Male,Married,Graduate,161805,Private,6,Small,Own,0,3,3,19286,4702,8841,2338,11605,2,20138,688,43773,140612,Home Appliances,90714,30,50000,High_Risk
29,Male,Married,Graduate,117182,Private,12,Small,Own,0,4,1,16549,581,9852,23486,13693,0,0,419,414440,10297,E-commerce,27632,12,32700,Not_Eligible
60,Male,Single,Graduate,101603,Private,28,Small,Own,0,5,3,16925,23714,6032,20727,14938,0,0,732,298777,187619,Home Appliances,90025,6,27709,Eligible
29,Female,Married,Post Graduate,90758,Private,35,Medium,Own,0,1,0,1130,2472,3698,25379,6001,0,0,317,422147,25318,Vehicle,721228,47,26269,Not_Eligible
59,Male,Single,Professional,84383,Private,37,Small,Own,0,2,0,2600,27465,6794,9697,6426,0,0,625,400927,50710,Education,206223,40,31212,High_Risk
35,Male,Married,Post Graduate,117244,Private,23,Medium,Family,0,5,1,5962,10946,6603,13135,9121,0,0,628,17036,89224,E-commerce,28241,12,45455,High_Risk
28,Female,Married,High School,142464,Government,16,Small,Own,0,5,1,15226,8650,9327,27160,6458,1,14970,505,432674,57681,Education,131272,38,39239,Not_Eligible
35,Female,Single,Post Graduate,94982,Self-employed,16,Medium,Family,0,6,0,1563,29251,1551,3870,4188,0,0,679,34767,118559,Education,300534,36,46463,High_Risk
47,Male,Married,High School,164233,Private,2,Medium,Rented,6803,5,2,1657,21611,5395,15754,10607,2,7022,509,435582,10582,E-commerce,30426,13,50000,Not_Eligible
40,Male,Married,Post Graduate,167943,Private,19,Small,Own,0,6,3,633,16417,7240,15551,6766,0,0,660,334934,90756,Home Appliances,34178,16,50000,High_Risk
53,Female,Married,Graduate,94379,Private,21,Medium,Own,0,4,1,3838,26669,3815,14530,14128,2,29470,423,409715,69891,Vehicle,1422256,65,9492,Not_Eligible
46,Male,Married,Graduate,183175,Private,8,Medium,Own,0,6,1,18378,22642,8485,14146,3298,2,15124,613,249999,129414,Education,85255,21,50000,High_Risk
39,Female,Married,High School,47012,Private,31,Medium,Rented,20993,3,0,14424,19124,1114,22924,6657,2,24160,716,80076,103960,Personal Loan,877280,20,500,Not_Eligible
47,Female,Single,High School,187441,Private,33,Small,Own,0,6,1,14338,9645,1500,7515,7972,2,9006,832,74679,151199,Education,390699,19,50000,Eligible
59,Female,Married,Graduate,69408,Private,12,Medium,Own,0,3,3,5850,29584,8013,26953,13618,2,19946,498,59361,32890,Home Appliances,153561,33,500,Not_Eligible
39,Male,Married,Post Graduate,119395,Government,37,Small,Family,0,3,3,12502,21580,1695,27092,8674,2,26810,560,402765,189909,Education,352647,18,21871,Not_Eligible
30,Female,Married,Post Graduate,67463,Private,4,Small,Own,0,5,0,15580,28369,4476,7023,1035,1,10396,562,266789,78427,Education,53964,16,21728,Not_Eligible
39,Female,Married,Professional,96797,Private,37,Small,Rented,27630,3,0,10650,28986,3170,29277,5067,1,8240,773,108248,69976,Vehicle,673236,21,2837,Not_Eligible
55,Male,Married,High School,77911,Private,31,Medium,Own,0,1,3,17123,16478,7037,9337,13292,1,3947,830,62426,109667,E-commerce,177608,4,20101,Not_Eligible
32,Female,Single,Graduate,145470,Self-employed,9,Small,Own,0,6,0,11391,10733,613,3448,4082,1,4267,655,39074,32621,Home Appliances,171387,36,50000,High_Risk
59,Female,Married,Graduate,30020,Private,26,Medium,Rented,6043,3,2,6492,28416,3890,13146,5110,1,9356,753,129046,162912,E-commerce,73643,14,500,Not_Eligible
46,Female,Single,Graduate,170090,Private,12,Small,Own,0,6,3,12774,29972,9868,24281,2265,0,0,346,374754,52817,Education,83055,37,50000,Not_Eligible
46,Male,Married,Graduate,182212,Private,32,Medium,Own,0,3,3,18863,3659,4004,25649,10791,2,3300,718,446206,185487,Home Appliances,293696,29,50000,Eligible
36,Male,Married,Graduate,119152,Private,6,Small,Rented,39597,6,2,16532,19152,6185,20080,2093,2,7488,746,304063,29633,Personal Loan,191962,29,13915,Eligible
58,Female,Married,Graduate,116246,Self-employed,10,Medium,Own,0,4,1,9969,18073,9887,24714,5517,2,14096,693,497854,172840,Home Appliances,222597,30,27147,High_Risk
26,Male,Married,High School,144497,Private,12,Medium,Own,0,5,3,11938,22458,6272,9320,10672,0,0,621,197221,78849,Education,231521,47,50000,High_Risk
35,Female,Single,Graduate,51828,Self-employed,8,Small,Own,0,5,2,19520,29263,7673,26612,13433,2,17510,795,166256,121472,Personal Loan,243367,48,500,Not_Eligible
40,Female,Married,Graduate,153700,Private,13,Small,Own,0,2,3,14972,7565,9611,19785,3324,1,5209,660,346363,174514,Home Appliances,159009,28,50000,High_Risk
42,Female,Married,High School,55454,Private,24,Medium,Rented,22842,5,2,10050,29273,6364,5740,4983,0,0,766,67336,25828,Vehicle,926349,43,3103,Not_Eligible
42,Male,Single,Post Graduate,140133,Private,25,Large,Family,0,6,3,5619,19293,8405,5602,1769,2,5032,399,455691,69412,E-commerce,164922,21,50000,Not_Eligible
30,Female,Single,Graduate,71532,Private,22,Large,Own,0,4,3,18118,2475,5328,9484,6568,2,16090,666,390072,189680,E-commerce,165282,4,13828,Not_Eligible
33,Male,Single,Post Graduate,153035,Private,7,Small,Rented,5879,6,0,19536,15330,8236,3943,14984,2,7282,541,17091,29764,Education,240370,38,50000,Not_Eligible
28,Female,Married,Graduate,161346,Private,8,Medium,Family,0,6,1,1414,4004,6599,9917,4563,1,9826,778,93618,20576,Education,440047,21,50000,Eligible
45,Male,Married,Post Graduate,53599,Private,37,Small,Rented,12232,4,3,637,28693,3725,29818,3899,0,0,785,313840,104527,Education,383258,30,500,Not_Eligible
37,Male,Married,Post Graduate,129226,Government,10,Small,Own,0,3,0,2302,22896,5803,8722,5996,0,0,765,369274,4944,Personal Loan,259571,55,50000,Eligible
45,Female,Single,Post Graduate,107199,Self-employed,4,Medium,Own,0,6,2,7731,27141,3681,19818,13441,2,20670,418,109083,198389,Home Appliances,144539,24,19704,Not_Eligible
46,Female,Married,Graduate,69397,Private,18,Medium,Family,0,2,1,3197,18076,4272,29371,8206,2,24610,571,373472,180750,E-commerce,64800,3,500,Not_Eligible
50,Female,Single,Graduate,123830,Private,0,Medium,Family,0,4,0,17641,11900,3271,9090,9138,0,0,300,237069,37636,Personal Loan,480189,47,50000,Not_Eligible
44,Male,Married,High School,198643,Government,14,Large,Rented,25048,5,2,18285,12851,5165,21493,11708,2,21090,839,337617,34539,Home Appliances,111610,34,50000,Eligible
48,Female,Single,Graduate,15458,Private,35,Small,Own,0,6,3,3610,28407,3793,14601,10726,0,0,441,211990,155575,E-commerce,152537,17,500,Not_Eligible
46,Female,Married,High School,192023,Self-employed,10,Medium,Own,0,2,3,16582,4547,6447,9988,8983,2,16024,644,227124,104148,E-commerce,163265,21,50000,High_Risk
48,Female,Married,Graduate,173353,Private,28,Small,Own,0,1,1,2826,26545,4010,28603,8414,0,0,568,194990,164672,Vehicle,1104141,72,50000,Not_Eligible
47,Female,Single,High School,112934,Government,20,Small,Own,0,3,0,15747,12660,5165,20388,7999,2,20704,798,78473,193524,Education,370983,43,25263,Eligible
36,Male,Married,Graduate,127855,Private,14,Small,Rented,9865,6,3,7308,17712,1830,14284,2712,0,0,752,95178,80268,Home Appliances,49050,16,50000,Eligible
33,Male,Married,High School,83300,Private,27,Large,Rented,5737,4,3,805,20010,4172,24739,6215,1,3357,728,83838,50777,Education,449508,26,15693,Not_Eligible
53,Female,Single,Graduate,38890,Private,24,Medium,Rented,45453,1,2,8564,2463,3881,27213,12706,2,6036,654,401325,123910,Home Appliances,24185,32,500,Not_Eligible
37,Female,Single,Post Graduate,120723,Private,13,Small,Rented,35223,1,2,16456,4460,9631,23882,590,2,12556,365,211632,127005,Personal Loan,672825,56,10287,Not_Eligible
44,Male,Married,Post Graduate,166026,Self-employed,9,Medium,Rented,38470,3,2,18668,4823,4744,26327,12420,1,12266,806,189760,86475,Home Appliances,24541,10,27015,Eligible
32,Male,Single,Graduate,57755,Self-employed,37,Large,Family,0,3,0,2422,23361,704,11016,8489,2,17472,334,427832,59809,Personal Loan,534957,20,5966,Not_Eligible
40,Female,Single,Graduate,147656,Private,6,Large,Own,0,1,0,16723,2306,3439,11636,5245,0,0,551,443599,52465,Home Appliances,165797,16,50000,Not_Eligible
44,Female,Married,Graduate,153390,Private,39,Medium,Own,0,3,0,5865,18327,7430,8515,1711,1,13859,509,116990,104310,Personal Loan,249661,49,50000,Not_Eligible
47,Male,Married,Graduate,155286,Private,19,Small,Family,0,3,3,9282,3239,2070,21488,11458,2,13336,515,177334,85224,Vehicle,135226,75,50000,Not_Eligible
43,Female,Single,Graduate,77900,Private,40,Medium,Own,0,2,0,2175,23035,2048,24489,10,0,0,838,205870,91506,E-commerce,39219,15,25041,Eligible
37,Female,Single,Graduate,87528,Private,14,Large,Own,0,2,2,19460,29309,4047,20494,8146,1,12471,427,419857,19058,Home Appliances,297626,9,17405,Not_Eligible
59,Male,Married,Professional,91999,Self-employed,23,Large,Family,0,4,1,15805,12421,3889,18778,2435,1,6277,619,335814,176159,Home Appliances,279523,15,29554,High_Risk
43,Male,Married,High School,173028,Government,25,Large,Own,0,6,0,12846,6365,5069,23594,13636,1,9641,420,272233,141391,Vehicle,1132255,74,50000,Not_Eligible
